name,inventory_type,extant_status,street_address,neighborhood,city,postal_code,explore_url,wikipedia_url,explore_id,identifier:mihp,building_use,associated_people,associated_organizations,full_description,year_built,chap_district,city_council_district,latitude,longitude,stabilization_potential,at_risk,featured-context,year_nonextant,year_start_significance,year_end_significance,property_type,related_context,related_theme,alternate_name,marker-color,marker-symbol,featured_description,description_source,description_status,state,geo_accuracy,marker-size,related_sources,chap_landmark,nr_district_contributing,nr_district,nr_landmark,image_url_manual,image_caption,image_credit,tags,streetview_url,streetname,possible_duplicate,explore_todo,Record Created
Houston-Marshall Law Building,building,Extant,12 E. Pleasant Street,Downtown,Baltimore,21202,,,,B-2183,Office building,,,,c. 1810; c. 1950,,11,39.29370700,-76.61450600,,,,,,,Strategy Center,1905-1929,,,d63b0e,commercial,,Maryland Inventory of Historic Places,missing,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.293707,-76.614506",,,,7/20/2017 12:48pm
Hughes and McGuinn Law Offices,building,Unknown,22 St. Paul Street,Downtown,Baltimore,21202,,,,,Office building,,,,,,11,39.29003300,-76.61388500,,,,,,,Strategy Center,,,Governor's Commission on Problems Affecting the Negro Population,f7a38b,suitcase,,,missing,MD,,medium,Coleman Directories,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.290033,-76.613885",,,,7/20/2017 12:48pm
Hullsville (Mt. Winans) Historically Black Settlement,district,Extant,"Bounded by CSX Railroad on North, West, South and Hollins Ferry Road on East",Mount Winans,Baltimore,,,,,B-3678,,,,Hullsville (also known as Mount Winans) is one of several historically black settlements located in Baltimore County.,,,10,39.26149100,-76.64488100,,,,,,,Community Group,,Housing,"Mt. Winans Urban Renewal Area, Baltimore",d63b0e,town,,Maryland Inventory of Historic Places,notes,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.261491,-76.644881",,,,7/20/2017 12:48pm
Hutzler Brothers Palace Building,building,Extant,200 North Howard Street,Downtown,Baltimore,21201,https://explore.baltimoreheritage.org/items/show/92,https://en.wikipedia.org/wiki/Hutzler_Brothers_Palace_Building,92,,Commercial building,,,"In the 1940s, the Afro American newspaper highlighted discrimination against black shoppers at downtown department stores with their Orchids & Onions campaign naming department stores that discriminated against black customers, including the May Company, Stewart’s Department Store, and Hutzler’s, as “onions.” On March 26 1960, black student activists from Morgan State University attempted to purchase food at department store restaurants at the Northwood Shopping Center and downtown (Stewart's, Hutzler's, May Company, and Hoschild Kohn). They were only successful at Hochschild Kohn but this action led to the desegration of Hutzler's on April 17, 1960 and other downtown locations soon after. Hutzler's was also later targeted in campaigns addressing segregation at the attached restaurant and in campaigns demanding equal employment opportunities for African Americans.",,,11,39.29158200,-76.61960100,,,,,,,Conflict Center,"1929-1954,1954-1968",Public Accommodation,,d63b0e,clothing-store,,,draft,MD,residential,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.291582,-76.619601",,,,7/20/2017 12:48pm
Hutzler's Saratoga Street Building (B-2285),building,Extant,309 W. Saratoga Street,Downtown,Baltimore,,,,,B-2285,Commercial building,,,,,,11,39.29284500,-76.62078500,,,,,,,,,"Employment,Public Accommodation",Department of Human Resources,d63b0e,clothing-store,,Maryland Inventory of Historic Places,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.292845,-76.620785",,,,7/20/2017 12:48pm
Hutzler's Saratoga Street Building (B-4395),building,Extant,311 W. Saratoga Street,Downtown,Baltimore,,,,,B-4395,Commercial building,,,,,,11,39.29271140,-76.62025540,,,,,,,,,"Employment,Public Accommodation",Department of Human Resources,d63b0e,clothing-store,,Maryland Inventory of Historic Places,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2927114,-76.6202554",,,,7/20/2017 12:48pm
International Longshoremen's Association (ILA) Local 858 Union Hall,building,Extant,1104 Hull Street,Locust Point,Baltimore,21230,,,,,,,,"ILA Local 858 was chartered in 1914, and it has always been composed almost entirely of black persons. It also requires an applicant to be sponsored by a member and to be approved by a majority of its membership. Since 1964, it has admitted 261 black and two white persons. Currently there are only five white longshoremen in its membership of approximately 1,226",,,11,39.27377500,-76.59124700,,,,,,,,"1905-1929,1929-1954,1954-1968,1968-1976",Employment,,d63b0e,commercial,,,draft,MD,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.273775,-76.591247",,,,7/20/2017 12:48pm
James Henry Hammond (Office),building,Unknown,217 Courtland Street,Downtown,Baltimore,,,,,,,,,Approximate location for 217 Courtland Street - office of James Henry Hammond (African-American lawyer) in 1915,,,11,39.29144415,-76.61332548,,,,,,,,,,,#7e7e7e,suitcase,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.29144415,-76.61332548",,,,7/20/2017 12:48pm
"James W. Hughes, caterer (Residence)",building,Unknown,500 Saint Paul Street,Mount Vernon,Baltimore,21202,,,,,Dwelling,James W. Hughes,,"Approximate location of the home of James W. Hughes, caterer in the 500 block of St. Paul Street.",,,11,39.29528438,-76.61424279,,,,,,,,,,,#7e7e7e,building,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.29528438,-76.61424279",,,,7/20/2017 12:48pm
John H. Murphy Residence,building,Extant,1320 Druid Hill Avenue,Upton,Baltimore,21217,,,,,Dwelling,"""John H. Murphy, Sr.""",,The former residence of Afro publisher John H. Murphy and his family including Afro writer Frances L. Murphy. The building is in excellent condition and is owner-occupied.,,Upton's Marble Hill,11,39.30224145,-76.62911134,,,,,,,Prominent Person,"1870-1905,1905-1929",,,d63b0e,building,,,notes,MD,house,medium,Coleman Directories,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.30224145,-76.629111339893",Druid Hill,,,7/20/2017 12:48pm
John Wesley Chapel,building,Extant,136 W. Hughes Street,Otterbein,Baltimore,21230,,,,,,,,"Prior to 1838, a “Watch Meeting” under Methodist principles was held in a carpenter’s shop on the corner of Sharp and Little Hughes streets. In 1838, the Methodist congregation purchased the shop and renamed it John Wesley Chapel in honor of the founder of the Methodist denomination.",,Otterbein,11,39.28031900,-76.61738300,,,,,,,,1870-1905,Public Accommodation,,d63b0e,religious-christian,,,excerpt,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.280319,-76.617383",,,,7/20/2017 12:48pm
John Wesley United Methodist Church,building,Extant,3202 W. North Avenue,Walbrook,Baltimore,21216,,,,,,,,,,,7,39.30925200,-76.67188300,,,,,,,,,,,d63b0e,religious-christian,,,,MD,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.309252,-76.671883",,,,7/20/2017 12:48pm
Johns Hopkins Orphan Asylum for Colored Girls,building,Nonextant,Remington Avenue and 31st Street,Remington,Baltimore,21211,,,,,Institutional dwelling,,,,,,14,39.32402900,-76.62364200,,,,,,,,,,,f59477,lodging,,,missing,MD,3,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.324029,-76.623642",,,,7/20/2017 12:48pm
Joseph H. Lockerman Residence,building,Extant,2101 Druid Hill Avenue,Druid Heights,Baltimore,21217,,,,,Dwelling,Joseph H. Lockerman,,The former residence of educator Joseph H. Lockerman. Joseph Harrison Lockerman (1864-1923) was a graduate of the Centenary Biblical Institute (now Morgan State University) who in 1911 became Vice Principal of the new Colored High and Training School for African American teachers (now Coppin State University).,,,7,39.30848895,-76.63624569,checked,checked,,,,,Prominent Person,1905-1929,Education,,d63b0e,building,,,notes,MD,house,medium,Coleman Directories,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.30848895,-76.6362456898182",Druid Hill,,,7/20/2017 12:48pm
Josiah Henry Residence,building,Extant,2557 McCulloh Street,Reservoir Hill,Baltimore,21217,,,,,Dwelling,"""Josiah F. Henry, Jr."",Josiah Henry",,"Josiah Henry (Jr. or Sr? unclear?) Served in U. S. Army during World War I.  Successful and prominent attorney in Baltimore, specializing in criminal defense.  Active in local politics, civic organizations.  Ran for political office several times: first African American to run as Democrat for House of Delegates, 1934; Baltimore City Council, 1955.",,,7,39.31397700,-76.64023892,,,,,,,Prominent Person,,,,d63b0e,building,,http://msa.maryland.gov/megafile/msa/speccol/sc3500/sc3520/014400/014457/html/14457bio.html,notes,MD,house,medium,Coleman Directories,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.313977,-76.6402389229197",McCulloh,,,7/20/2017 12:48pm
Juanita Carroll Jackson and Clarence Mitchell Sr. Residence,building,Extant,1324 Druid Hill Avenue,Upton,Baltimore,,https://explore.baltimoreheritage.org/items/show/527,,527,,Dwelling,"Juanita Jackson Mitchell,""Clarence M. Mitchell, Jr.""",,"This home was the long-time residence of Juanita Carroll Jackson and Clarence Mitchell Sr. The building was stabilized and re-roofed by the city in 2013. The property is reference by Michael Olesker in ""Front Stoops in the 50'"".",,Upton's Marble Hill,11,39.30225800,-76.62925400,checked,checked,,,,,,"1929-1954,1954-1968,1968-1976",,,d63b0e,building,,Email from Marti Petrelli,notes,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.302258,-76.629254",Druid Hill,,,7/20/2017 12:48pm
Juanita Jackson Mitchell Residence,building,Extant,1216 Druid Hill Avenue,Upton,Baltimore,21217,,,,,Dwelling,Juanita Jackson Mitchell,,,,,11,39.30149335,-76.62818016,,,,,,,Prominent Person,,,,d63b0e,building,,,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.30149335,-76.6281801580164",Druid Hill,,,7/20/2017 12:48pm
Kirby-Woolworth Building,building,Extant,223 W. Lexington Street,Downtown,Baltimore,,,,,,Commercial building,,,"In the early 1950s, local activists from the Committee On Racial Equality (CORE), the Urban League, and the Americans for Democratic Action (ADA) started a campaign against segregated lunch counters on the 200 block of West Lexington Street leading this business to begin serving black customers by November 1953.",,,11,39.29127925,-76.61890200,,,,,,,,,Public Accommodation,,d63b0e,shop,,,draft,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.29127925,-76.6189019966817",,,,7/20/2017 12:48pm
Knox Presbyterian Church,building,Extant,1300 N. Eden Street,Oliver,Baltimore,21213,,,,,Religious building,,,,,,12,39.30529100,-76.59969500,,,,,,,Strategy Center,,,,d63b0e,religious-christian,,,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.305291,-76.599695",,,,7/20/2017 12:48pm
Knox Presbyterian Church (site),building,Nonextant,Baltimore Street and Aisquith Street,Jonestown,Baltimore,,,,,,,,,"On April 5, 1880 the committee, represented by Rev. J.H. Riddick (Centennial M.E. Church) and Rev. William M. Hargrave, pastor Knox Presbyterian Church at Baltimore and Aisquith Streets, met with a special ""committee of the board on colored schools."" Hargrave argued for the that hiring black teachers had benefits for black students, noting the example of Washington, DC where ""pupils, teachers, superintendents, all are colored.""",,Jonestown,12,39.29097900,-76.60120100,,,,,,,,1870-1905,,,f59477,religious-christian,,,notes,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.290979,-76.601201",,,,7/20/2017 12:48pm
Kresge's Department Store,building,Extant,Park Avenue and Lexington Street,Downtown,Baltimore,,,,,,Commercial building,,,"In January 1953, CORE tested three lunch counters and was denied access at all of them. One of the counters was in the downtown Kresge's. The group sent its letter of protest to Kresge's manager, who forwarded it on to the national office. Kresge's national management quickly replied to CORE, saying that it had no knowledge of discriminatory policies at that store and encouraging the group to test it again. To their surprise, when CORE activists revisited the lunch counter, they were indeed served. It was a victory for CORE, both symbolic and real. [...] The group used the letter from Kresge's to pressure other chains in downtown Baltimore to integrate their lunch counters. Though some stores, including Woolworth's, integrated almost immediately, CORE continued to the point of sit-ins at McCrory's and Grant's to force them to desegregate. McCrory's integrated in October 1953, Grant's in April 1954.",,,11,39.29158100,-76.61802000,,,,,1953,,,"1929-1954,1954-1968",Public Accommodation,,d63b0e,clothing-store,,robertpalumbos_student_1999,excerpt,MD,3,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.291581,-76.61802",,,,7/20/2017 12:48pm
Lake Roland/Former Robert E. Lee Park,landscape,Extant,1000 Lakeside Drive,,Baltimore County,,,https://en.wikipedia.org/wiki/Lake_Roland_(park),,,,,,,,,,39.38433507,-76.64427280,,,,,,,,,,,,park,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.38433507,-76.6442728",,,,7/20/2017 12:48pm
Laurel Cemetery,landscape,Nonextant,2500 Belair Road,Belair-Edison,Baltimore,,,,,,,,,"Laurel (also known as Laurel Hill) Cemetery was a historically black cemetery located on Belair Road. During and after the Civil War, the cemetery became the site of burial for 300 black veterans. The veterans buried at Laurel Cemetery were displaced to Loudon Park Cemetery by road construction in 1886 and 1911. In 1957, two members of the state legislature introduced a bill to remove the cemetery, arguing that it had become a health hazard. After the legislation passed, members of the city's Law Department formed a dummy corporation and bought the cemetery, more than 30 acres of prime land, for $100. Court action taken by the National Association for the Advancement of Colored People on behalf of several plot holders failed to halt the new owners' actions. By then it was too late. Bulldozers had overturned the grounds, paving the way for a future department store and adjoining parking lot. Through subsequent resale and legal maneuvering, the property was sold to Vornado Corp. (Two Guys retail stores) and ultimately valued at $250,000.",1851,,13,39.31810300,-76.57663800,,,,1957,,,,"1831-1870,1870-1905",Public Accommodation,,f59477,cemetery,,Baltimore Sun,excerpt,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.318103,-76.576638",,,,7/20/2017 12:48pm
"Law Offices of Field, Eaton & Murphy (former carriage house)",building,Extant,9 W. Hamilton Street,Mount Vernon,Baltimore,,,,,B-2004,Office,,,,,Mount Vernon,11,39.29574193,-76.61665445,,,,,,,,,,,d63b0e,suitcase,,Maryland Inventory of Historic Places,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2957419270833,-76.6166544479167",,,,7/20/2017 12:48pm
Leadenhall Street Baptist Church,building,Extant,1021-1023 Leadenhall Street,Sharp-Leadenhall,Baltimore,21230,,https://en.wikipedia.org/wiki/Leadenhall_Street_Baptist_Church,,B-2934,Religious building,,,"Leadenhall Baptist Church was established in 1872, the cornerstone laid on July 15, 1872 and the dedication held on May 12, 1873. The church was designed and built by Joseph B. Thomas and Son, who owned and operated a planing mill on Leadenhall Street near Montgomery Street. In the 19th and 20th centuries, the Leadenhall Baptist Church served as the site of numerous public meetings and programs related to the Civil Rights movement.",1873,,11,39.27796120,-76.61736120,,,1870-1905,,,1976,,1870-1905,"Public Accommodation,Criminal Injustice",Leadenhall Baptist Church,d63b0e,religious-christian,"On May 12, 1873, the Leadenhall Baptist Church dedicated their current building on Leadenhall Street in the South Baltimore neighborhood known today as Sharp-Leadenhall. Richmond, Virginia born Reverend Ananias Brown served from 1875 to 1921 (making him the church's longest serving pastor). In June 1908, Rev. Brown was elected president of of the Co-operative Baptist Convention of Maryland during a meeting at Leadenhall Bapsti in June 1905 that also featured a report condemning ""disenfranchisement, the curtailment of the curriculum of the rural colored schools, the course of study in the Colored High and Training School and the separate car law"". Church members have included former state legislator F. Troy Brailey, a founder of the Maryland Legislative Black Caucus and former executive of the Brotherhood of Sleeping Car Porters.",Maryland Inventory of Historic Places,draft,MD,residential,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2779612,-76.6173612",,,,7/20/2017 12:48pm
